source,target,weight
add olive oil,chop onion,3
chop onion,cook rice,2
add olive oil,cook rice,4
add to meal,cook rice,3
add cup of quinoa,cook rice,7
add water,cook rice,2
add to meal,use water,3
add cup of quinoa,use water,2
burn hand,use water,3
add boiling water,use water,2
use legume,use water,2
cover with water,use water,4
add boiling water,add water,3
cover with water,drain water,2
drain water,use water,3
add cup of oats,combine oats flax seed meal,2
add cinnamon,use berry,5
add cinnamon,add protein,3
use blender,use in morning,2
use blender,use coconut yogurt,4
use blender,use dairy yogurt,2
put in freezer,use coconut yogurt,2
add banana to blender,use coconut yogurt,3
add banana to blender,use dairy yogurt,2
add banana to blender,put in freezer,3
add olive oil,cook chicken,2
add pepper,cook chicken,3
break habit,stick to plan,2
break habit,eat calorie,2
break habit,chew gum,5
chew gum,separate food particle from surface,2
use planner,wear of step tracker workout,2
burn calorie,use planner,2
burn calorie,wear of step tracker workout,4
throw workout pant,wear of step tracker workout,2
burn calorie,throw workout pant,2
burn calorie,wear pedometer,2
add cinnamon,use syrup,2
set chocolate mold,use syrup,2
pour into bowl,use coconut oil,2
add cinnamon,use coconut oil,2
set chocolate mold,use coconut oil,2
add to bowl,pour into bowl,2
pour into bowl,set chocolate mold,2
add to bowl,set chocolate mold,2
add cinnamon,set chocolate mold,2
set chocolate mold,stick baking sheet in refrigerator,2
cut top of oatmeal container,set chocolate mold,2
eat food,throw hundred of residue,2
add olive oil,add sugar,5
drink glass of water,eat calorie in day,2
drink glass of water,use banana,2
add topping,plant seed,2
add topping,use almond milk,2
boil egg,use bread,2
add handful of baby spinach,add topping,2
add topping,put on top,2
add handful of baby spinach,put on top,2
add handful of baby spinach,use for afternoon,2
use almond milk,use coffee,5
drink glass of water,use coffee,2
add teaspoon of macadamia nut oil,add tsp of cooking oil,5
add tsp of cooking oil,cook chicken,5
add teaspoon of macadamia nut oil,cook chicken,5
add teaspoon of macadamia nut oil,toss on stove,2
chop potato,cook chicken,3
toss on stove,use mushroom,3
chop potato,use mushroom,2
add rosemary,add water,3
add calorie,add to meal,4
add calorie,pack snack,5
add calorie,add mint,4
eat carb,eat in day,2
add cup of oats,use coconut oil,3
add to bowl,use coconut sugar,2
burn hand,use coconut sugar,2
add teaspoon of macadamia nut oil,add to bowl,2
add to bowl,use board,2
add to bowl,add to tray,3
put dish,put in refrigerator,3
add protein,use coconut sugar,2
add ingredient,use cup,2
mix with cookie dough,use coconut oil,2
add ingredient,mix with cookie dough,2
add ingredient,use chocolate,2
use chocolate,use egg white,2
mix with cookie dough,use chocolate,2
mix with cookie dough,use chocolate chip,5
put on baking sheet,use chocolate,2
stick baking sheet in refrigerator,use chocolate chip,2
put on baking sheet,use chocolate chip,3
cut into piece,stick baking sheet in refrigerator,2
put on baking sheet,stick baking sheet in refrigerator,2
add to tray,use chocolate,2
mix in bowl,use coconut oil,2
use chocolate,use gram of cocoa paste,2
use coconut oil,use gram of cocoa paste,3
massage into skin,pour milk,2
pour milk,put oil on end,2
use brad,wear sunscreen,2
add sugar,use bread without sugar,2
add step,add sugar,2
add sweetener,use fruit,2
add date paste to bowl,chop ingredient,2
add date paste to bowl,use hand,2
add date paste to bowl,wash hand,2
add date paste to bowl,use tablespoon,2
add sugar,use recipe,3
eat lunch,eat salad,2
add ingredient,eat salad,2
add tsp of cooking oil,eat salad,3
add ingredient,add tsp of cooking oil,2
add to salad,add tsp of cooking oil,3
add protein,add teaspoon of macadamia nut oil,2
add protein,chop bell pepper,2
add cilantro,cook on stove,3
eat food,put sugar,2
add onion,use oil,2
cook pasta,use oil,2
chop veggie,cook pasta,3
add water,cook pasta,2
add cinnamon,remove piece,2
add to mixture,cook on stove,2
use banana,use cup of raspberry,2
add topping,eat chocolate,2
add teaspoon of macadamia nut oil,cook egg,4
add teaspoon of macadamia nut oil,toss pan,2
add cup of oats,cook for minute,6
add cinnamon,use earth balance,2
add cup of oats,use walnut,4
add apple,add cup of oats,3
drink water,use bottle,4
brush in motion,throw time,2
burn calorie,wash face,2
eat breakfast,wash face,5
eat breakfast,wear makeup,2
use ghd,wear makeup,2
add teaspoon of cacao powder,use xylitol,2
add cinnamon,add teaspoon of cacao powder,4
brush tooth,eat in morning,4
brush tooth,put lipstick,2
brush tooth,put perfume,3
brush tooth,put shoe,2
put lipstick,put shoe,2
put perfume,put shoe,2
fill spray bottle with water,put shoe,2
add flavor,use protein powder,2
add fat,add flavor,4
add fat,use protein powder,4
add fat,add sweetness,2
use chickpea,use grain rye bread,3
use bread,use chickpea,6
add pepper,use chickpea,3
use avocado,use chickpea,4
add ingredient,add of cayenne pepper,2
add ingredient,add veggie,2
cook chicken,put in oven,4
cook chicken,use cooking oil,3
add tsp of cooking oil,use cooking oil,2
eat in day,scrape of food,2
set tone for day,use in morning,2
set for success,use in morning,2
use berry,use in morning,2
add cup of oats,cover jar with lid,4
add to bowl,cover jar with lid,3
add sweetener,cover jar with lid,2
add sweetener,put in refrigerator,2
add teaspoon of macadamia nut oil,use egg white,2
burn calorie,burn hand,3
use avocado,use coconut yogurt,2
use banana,use cup,3
use banana,use coconut yogurt,6
use berry,use vanilla extract,3
use berry,use water,3
use strawberry,use vanilla extract,2
add cinnamon,use vanilla extract,7
use tablespoon of acai powder,use vanilla extract,3
add cinnamon,use tablespoon of acai powder,2
use tablespoon of acai powder,use vanilla powder,2
use vanilla powder,use water,2
add bit,use water,3
add liquid,use water,2
add bit,add teaspoon of maple syrup,2
add liquid,add to bowl,2
add ice,add teaspoon of maple syrup,3
add ice,add to bowl,3
add ice,add topping,2
add ice,use banana,3
add ice,use strawberry,2
add topping,use fruit,3
add to bowl,use strawberry,3
add topping,use strawberry,3
use banana,use half,2
lift hip,squeeze bed,2
lift hip,push body through heel,4
push body through heel,squeeze butt,2
lift hip,squeeze butt,4
hold for second,squeeze butt,2
squeeze glute muscle,squeeze muscle,3
lift hip,squeeze glute muscle,4
lift hip,squeeze muscle,3
hold for second,squeeze muscle,2
lift hip,roll into ball,2
lift hip,lift knee,3
lift hip,work way,2
hold for second,lift knee,2
hold for second,work way,2
squeeze ball between foot,squeeze muscle,2
raise thigh,squeeze ball between foot,4
lift torso,squeeze ball between foot,2
squeeze ball between foot,squeeze butt,2
hold for second,squeeze ball between foot,3
squeeze ball between foot,use bike lock,2
raise thigh,squeeze muscle,2
lift torso,raise thigh,2
raise thigh,squeeze butt,2
hold for second,raise thigh,2
raise thigh,use bike lock,2
lift hip,use weight,4
lift hip,raise to position,2
add topping,use berry,2
eat breakfast,use berry,2
put in coffee grinder,use coffee,2
add cup water with ice cube,use coffee,4
add cup water with ice cube,put in coffee grinder,2
add cup water with ice cube,pour water,2
add cup water with ice cube,rip couple,2
cook chicken,use almond milk,3
add teaspoon of macadamia nut oil,use almond milk,3
add teaspoon of maple syrup,add tomato,3
add gram of chicken breast,add teaspoon of macadamia nut oil,2
add tomato,cut into slice,2
add pepper,add to salad,6
add pepper,add potato,2
add pepper,put in oven,3
add cup of cherry,add water,3
use chickpea,use vegetable peeler,3
use banana,use water,2
blend ice cube,use water,2
use coconut sugar,work sugar cookie,4
use coconut sugar,use ingredient,2
add onto baking dish,remove from tray,3
place of treat,put in refrigerator,2
put in refrigerator,set for hour,2
add to mixture,place of treat,2
fill tray,place of treat,2
place of treat,pour of batter,2
add to plate,place of treat,2
place of treat,set for hour,2
mix into batter,pour of batter,3
add carrot,massage kale,6
add apple,massage kale,2
add apple,add carrot,2
add apple,add pepper,2
add cup of rice,add pepper,2
put on face,wash face,3
rinse with water,use water,2
brush tooth,put on face,2
use water,wash face,2
brush tooth,throw in water,3
brush tooth,drink glass of water,2
read book,read in day,2
put sunscreen on face,wash hair,2
use cosmetic concealer,use shade,2
use eye shadow,use shade,3
use mineral,use shade,2
fill eyebrow,use shade,2
blend ice cube,use yogurt,3
add cinnamon,eat fruit,2
cut into slice,use strawberry,3
add ice cube,put in coffee grinder,3
use ingredient,use mason jar,2
use avocado,use cup of cherry tomato,3
add ingredient,add protein,2
add to meal,use chickpea,3
add protein,use avocado,4
add protein,massage kale,4
chop romaine lettuce,massage kale,3
massage kale,put lid,2
eat napkin,massage kale,2
add apple,eat salad,3
eat salad,pack lunch,5
cover jar with lid,eat salad,3
add bean,cook on store,2
add bean,add tomato,3
add tomato,rinse bean,2
add tomato,cook pasta,4
cook in pot,cook pasta,2
cook pasta,mix with hand,2
eat meat,put in smoothie,2
drink glass of water,eat calorie,7
eat in day,use weight,3
add cup of blueberry,use vanilla extract,2
use as puree,use vanilla extract,2
use cup,use vanilla extract,2
use almond,use strawberry,2
cook chicken,cook rice,2
add teaspoon of cacao powder,use vanilla extract,2
cook vegetable,use cooking oil,2
add to meal,toss on stove,2
add cup of rice,add to meal,3
add leave to meal,use basil,2
burn calorie,eat breakfast,2
eat breakfast,eat lunch,3
eat breakfast,eat dinner,2
eat breakfast,eat tuna,2
add leave to meal,write plan,2
use banana,use point,4
eat food,eat hack,4
add of nutrient,use banana,4
add of nutrient,use avocado,3
add fat,add of nutrient,2
use avocado,use tablespoon,2
add family to smoothie,use avocado,2
add fat,use tablespoon,2
add fat,add protein,3
add protein,add sweetness,2
add sweetness,use water,2
add ice cube,add sweetness,2
add sweetness,blend ice cube,2
add ice cube,blend ice cube,2
use hummus,wrap edge,2
chop romaine lettuce,use hummus,2
massage kale,use hummus,2
add text,use hummus,2
add ingredient,use hummus,2
use hummus,use spoon,2
use hummus,write letter,2
bake potato in oven,massage kale,2
massage kale,use teaspoon,2
hold ball,massage kale,2
add cup of quinoa,add to bowl,3
add cup of quinoa,hold ball,2
add cup of quinoa,massage kale,3
add cup of quinoa,put on side,4
eat dinner,put recipe in description box,4
eat calorie,eat dinner,2
eat calorie,put recipe in description box,5
add coconut oil,add fat,6
add fat,use vanilla extract,4
add flavor,use vanilla extract,5
add of cup,use vanilla powder,2
add flavor,use almond butter,3
add cup of water,use almond butter,2
add cup of water,add flavor,3
add flavor,add ice cube,3
add cup of water,add ice cube,2
cook egg,cook for minute,2
add carb,use avocado,2
eat dairy,use coconut yogurt,2
add carb,add cup of oats,2
add cup of oats,add protein,2
add carb,add protein,2
add carb,use almond butter,2
add protein,add teaspoon of chia seed,2
add coconut oil,add protein,2
add protein,eat carb,2
use almond butter,use protein powder,2
add coconut oil,use teaspoon,2
add ice cube,put in smoothie,2
add ice cube,add ingredient,2
add ingredient,put in smoothie,2
add coconut oil,add half of cup,2
add half of cup,use coconut oil,2
add coconut oil,put cup,4
add coconut oil,use purpose flour,2
add ingredient,fill with water,2
use coconut oil,use purpose flour,2
add ingredient,use purpose flour,5
add ingredient,add sea salt,2
add sea salt,use purpose flour,2
add egg,add sea salt,2
add sea salt,add teaspoon of chia seed,2
add teaspoon of chia seed,use vanilla extract,2
add sea salt,pour of batter,2
add ginger,pour of batter,2
pour of batter,use vanilla extract,2
add ginger,add sea salt,2
add sea salt,use vanilla extract,4
mix with fork,use vanilla extract,2
add onto baking dish,mix with cookie dough,3
use coconut oil,use xylitol,2
add teaspoon of cacao powder,use coconut oil,2
add cocoa powder,use coconut oil,2
use cacao,use coconut oil,2
use amount,use coconut oil,2
add sea salt,use coconut oil,2
use chocolate,work sugar cookie,3
roll pistachio nut piece,work sugar cookie,2
eat food,fill fridge,2
add cup of oats,eat calorie,2
add cup of oats,eat carb,3
add cinnamon,eat carb,2
add stevia,add sweetener,2
add tsp of cooking oil,massage kale,10
add to salad,massage kale,8
massage kale,wash hand,12
add to salad,wash hand,2
add olive oil,wash hand,2
add carrot,wash hand,2
add oil of salt,massage kale,2
cook on stove,use chicken broth,2
add coconut oil,put medjool date,2
add coconut oil,use food processor,3
add to bowl,use food processor,2
put medjool date,use food processor,2
put medjool date,use blender,2
cook egg,put medjool date,2
add ingredient,use food processor,3
add date,use blender,3
cook for minute,use brown,4
add cup of blueberry,put nut,2
eat in day,use strawberry,2
cook egg,toast slice,2
cook egg,drizzle knife for treat,2
chop cucumber,use protein powder,2
add fat,cook chicken,2
add garlic,use cooking oil,3
add garlic,cook in pan,2
add cup of baby tomato,cook in pan,2
add tomato,cook in pan,2
add cup of baby tomato,add garlic,3
add garlic,add tomato,4
add cup of baby tomato,add ingredient,2
add cup of baby tomato,use mushroom,2
add cup of baby tomato,add of paprika,2
add cup of baby tomato,add of cayenne pepper,2
add cup of baby tomato,add teaspoon of maple syrup,2
add tomato,use mushroom,2
add of paprika,add tomato,2
cook for minute,cook pasta,2
add to pot,cook for minute,2
cook for minute,stir saucepan,2
add to pan,cook for minute,4
cook on stove,stir saucepan,2
add sauce,add to pan,5
hold dumbbell in hand,use can,3
hold dumbbell in hand,lift weight,2
catch breath,lift weight,4
catch breath,place bench,2
bend in front,catch breath,2
catch breath,put hand,2
catch breath,put on elbow,2
catch breath,push body through heel,2
catch breath,hold dumbbell in hand,2
use from kilogram,use weight,5
catch breath,lift hip,3
catch breath,clean roof,3
clean roof,lift weight,2
drink water,lift weight,2
cover jar with lid,hold ball,2
add teaspoon of chia seed,cover jar with lid,3
add cinnamon,cover jar with lid,2
add teaspoon of maple syrup,put nut,2
add teaspoon of maple syrup,use almond,2
cover jar with lid,use almond milk,3
add teaspoon of chia seed,use almond milk,3
add carb,add teaspoon of maple syrup,2
add carb,add to taste,2
use coffee,work without recipe,2
use coffee,use vanilla powder,3
add carb,use coffee,3
add teaspoon of maple syrup,use coffee,3
add carb,add cup of water,2
add carb,use water,2
add to taste,use water,2
eat in day,stick to plan,3
add apple,use almond,2
add protein,cook egg,2
add peanut butter,mix with fork,2
add salt,add sea salt,4
mix with cookie dough,push finger,2
add cup of blueberry,add fat,3
add cup of water,add fat,2
add cup of blueberry,blend movie,2
add cup of water,put cream on top,2
add cinnamon,blend in blender,2
add flavor,use banana,2
add peanut butter,blend in blender,2
eat in day,put on stove,2
add coconut oil,put on stove,2
add flavor,add quarter teaspoon of cinnamon,2
add flavor,add sea salt,2
add sea salt,add sweetener,4
add sea salt,add to taste,2
add sweetener,add to taste,3
add cup of blueberry,add protein,3
add cup of blueberry,use almond butter,4
add cup of blueberry,cut top of oatmeal container,2
add to salad,squash beetroot for dinner meal,4
add tsp of cooking oil,squash beetroot for dinner meal,2
add fat,massage kale,5
clean mess,massage kale,4
chop apple,massage kale,3
eat salad,massage kale,4
add pecan nut,massage kale,3
chop apple,eat salad,2
eat salad,squash beetroot for dinner meal,2
add sea salt,massage kale,2
eat food,squash beetroot for dinner meal,2
add sea salt,eat food,2
eat food,massage kale,2
cook chicken,use chicken broth,3
use chicken broth,use pound of chicken,2
use palm,wear off shoulder,2
clean roof,lift leg,2
lift hip,lift leg,2
catch breath,lift leg,3
clean roof,lift hip,2
lift leg,wrap ankle weight around leg,2
eat breakfast,use fruit,2
add fat,add honey,2
add honey,use banana,2
drink glass of water,use straw,2
add egg,use avocado,2
eat breakfast,eat salad,2
add to lunchbox container,eat salad,2
add to lunchbox container,eat breakfast,2
squeeze glute muscle,use hand,2
push neck,squeeze glute muscle,2
push body through heel,squeeze glute muscle,2
drop towards floor,push neck,2
drop towards floor,work way,2
add bit,use can,2
add bit,add coconut milk,2
add bit,use weight,2
add bit,use from kilogram,2
use can,use weight,3
use can,use from kilogram,4
add coconut milk,use weight,2
use weight,work to rep,2
use weight,work dust,2
hold ball,use from kilogram,2
lift leg,use from kilogram,2
mop floor,use from kilogram,2
eat calorie,use recipe,2
put in bathroom,put on door,2
use christmas tree,use for week,2
use mask,use solution,2
put in corner,use mask,2
use mask,use vacuum,2
pack lunch,use mask,2
cut shape of tree,put on tree,4
clean kitchen,put dish,3
connect of medium account,use code,8
pour milk,use water,2
boil water,use milk,2
put shoe,vacuum floor,2
open eye,set iphone from,2
put in front,set iphone from,2
eat amount,eat tuna,3
eat tuna,use couple of eye pin,3
put shoe,use chive,2
put widget,write schedule,2
put widget,use app,2
place artwork,put suitcase in level,2
put sugar,use milk,4
cut picture,eat fruit,2
brush tooth,write list,5
add to list,wash makeup brush,2
add to list,wash hair,5
add to list,curl hair,2
wash hair,wash makeup brush,5
curl hair,wash makeup brush,2
curl hair,wash hair,4
clean kitchen,wash hair,3
add touch,build furniture,2
put in corner,put plant,2
put on bedside table,put plant,2
put plant,put stuff,2
put on bed,put on bedside table,3
put in bedroom,put on bedside table,2
put on bedside table,sleep on side,2
put plant,sleep on side,2
add step,put plant,2
add step,pay for delivery,3
pay for delivery,remove inside,3
use code,vacuum floor,2
vacuum floor,work from home,2
clean room,vacuum floor,2
clean kitchen,use glass,3
put in bathroom,use for year,2
put heater on,write list,2
drink tea,write list,2
draw motive,drink tea,2
add tea,drink coffee,2
add to list,clean fridge,2
drink coffee,put sweater,2
put shoe,put sweater,2
put shelf,squish in hand,4
clean desk,set challenge,2
use code,use website,2
put dish,use in kitchen,2
mix with hand,put pressure,3
put in container,put stuff,2
pour into container,put in container,2
pack of layer,put clothe,3
rip page,write list,4
put in container,use in pantry,4
empty trash,pack car,3
put in bin,put pant,2
put flower,raise over head,2
draw line,set goal,2
break goal into,set goal,10
use laundry basket,vacuum floor,2
use pencil,use pencil case,2
set alarm,sleep through night,2
add stock,add vegetable,2
use milk,use strawberry,2
use box,vacuum floor,2
draw card,use marker,2
pour into bowl,use color,2
mix color,use color,3
put clothe,wash hair,2
clean mattress,wash sheet,2
put into washing machine,vacuum floor,3
collect dust,put into washing machine,2
clean toilet,put on bed,2
put into document,put of receipt,2
sleep in bed,work from home,2
put on con round,use glass,2
put energy,put on path,2
use extension cord,wash hair,2
use extension cord,wear lash extension,2
put energy,set goal,5
set goal,throw stuff,2
break goal into,use calendar,2
put list,use calendar,2
put music,set goal,3
add self care to routine,use habit,2
add self care to routine,add to routine,3
put in drawer,put in fashion,2
clean area,put in bedroom,2
clean area,clean mattress,3
use wand,wear lash extension,2
use cleaner,wear makeup,2
light candle,use in kitchen,3
clean screen,set printer,2
fight radical,put life in danger,2
fight cold,fight radical,2
build house with dad,use mitt,2
build house,build house with dad,2
rip page,use notebook,6
lay on side,rip page,2
put pressure,spread to people,2
put phone,use for year,4
clean during weekend,clean house,3
build confidence,set tone for day,2
clean fridge,clean shelf,2
clean kitchen,work dust,2
eat in morning,load throughout day,2
put sweater,use color,2
add to life,meet rest of friend,2
add to life,meet people,4
meet people,meet rest of friend,3
set tone for day,throw in wash,2
cut fabric,put book,3
clean space,throw in wash,2
put flower,put lid,2
use box,use space,4
add storage,use in life,2
add storage,pack suitcase,2
clean house,drop mom at airport,2
put on bed,throw in wash,2
put clothe,put on bed,3
put clothe,put trash bag,3
put rubbish into shopping bag,put trash bag,2
use zinc,write list,2
clean fridge,fill fridge,3
add cube,put laundry,2
pack suitcase,put in room,2
add of holiday scent,pack suitcase,3
pack suitcase,use organizer,2
put tan,wear tan,3
pack bag,pack suitcase,4
catch guy,put clothe,2
add onion,put in container,2
clean sink,use product,5
shred with hand,work in garden,2
use for week,use weekend sticker,2
use for week,vacuum floor,2
read book,spread air tornado,2
catch guy,write list,2
paint coat,use paint,7
draw cartoon,put vision board for,2
set goal,work for hour,2
catch from uni,put shoe,2
break with cup,put shoe,2
put instagram,put shoe,2
put in room,use for rest,2
squeeze bed,use for rest,2
clean mattress,wash bedding,3
paint toe color,use nail file,2
use point,wear makeup,2
put serum throughout hair,use tool,2
use help,use of gadget,2
brush tooth,rip page,2
brush tooth,catch firefly in jar,2
brush tooth,cut top,2
put shoe,wear jacket,2
cut fabric,cut side,3
draw pattern block,wear to gym,2
cut along line,cut fabric,5
read encyclopedia,set goal,2
clean toilet,throw in wash,3
add to pot,put in tea bag,2
add to pot,pour marble,2
wash hair,wear hair,7
put paper into order,write list,3
write in diary,write list,3
pack bag,wear makeup,2
put in drawer,use tool,2
catch on email,prepare meal,2
work from top,work on zip,2
use mirror,wrap present,2
empty trash,use bag,3
sleep on side,sprinkle on mattress,2
throw in trash,wear boot,2
catch from uni,use grape,2
pack bag,put into folder,2
put into folder,use as guideline,2
put into folder,work on zip,2
build of bookshelf,use propane,2
put flower,use propane,2
pay attention,put energy,2
pay attention,pull skin,3
prepare meal,put energy,2
plant herb,put garden bed,2
roll diy decoration for snow cover candle,use box,4
put shoe,put stuff,2
clean room,put stuff,5
use color,wear makeup,2
clean area,join team,2
set goal,write goal,2
pack item,put in wardrobe,2
break of category,put in wardrobe,3
break into category,break of category,2
pack of layer,put in ziploc bag,6
use intuition,use razor,2
use razor,use shave cream,3
clean after breakfast,use habit,2
use bullet journal method,use pencil,2
put energy,use bullet journal method,2
clean toilet,use cleanser,3
clean house,put in place,2
lay around house,put in place,2
clean baseboard,use in morning,2
put notepad,write list,2
burn during workout,set goal,2
set goal,use method,2
set goal,use tip,2
sew patch,use hem,2
mop floor,wear goggle,2
wear boot,wear goggle,2
put clothe,put shoe,3
put clothe,wear jean,2
use bag,wear handbag,2
clean fridge,clean room,2
add to list,clean car,4
work from top,write goal,5
shave leg,wash hair,3
pack item,put clothe,2
hold clip,use rack,2
wash face,wash hair,11
wear bra,wear sneaker,2
work from basic,work on zip,2
put side,work on zip,2
add to plate,use mug,2
cut fabric,put stem into bag,4
use benefit,use color,2
wear makeup,wear tan,2
put jewelry,put stuff,2
pour milk,use strawberry,2
use attachment,wash hair,4
put energy,put foot,2
use at night,use in future,2
cut in half,open window,2
clean space,put stuff in cupboard,2
clean baseboard,clean space,2
clean after breakfast,squeeze lemon juice,2
put fluff,use razor,2
put in office,wear dress,2
pull dress on weekend,put in office,2
put in office,use end of spray,2
shower at night,use glass,3
drink glass of water,shower at night,2
clean shelf,put stuff in cupboard,2
clean shelf,put pant,2
clean shelf,fold jean,2
clean shelf,wear sunglass,2
put on face,set timer for minute,2
use for lip,use lip balm,2
add oil,use lip balm,2
add oil,use for lip,3
add honey,use lemon,3
cook for minute,cook in pot,4
add honey,cook in pot,2
add honey,add to pot,2
wash body,wash face,3
condition hair,wash hair,4
condition hair,wash body,2
use product,wash hair,3
brush hair,use product,2
throw clothe on floor,use tape,3
throw clothe on floor,wear cardigan,3
clean dish,wash dish,7
wash dish,wash hair,3
clean dish,put dish,3
put dish,wash hair,3
clean dish,wash hair,3
brush tooth,use for lip,2
mop floor,put in bathroom,6
mop floor,put foot,2
clean floor,mop floor,6
put clothe,wash clothe,7
drink caffeine,drink coffee,3
drink coffee,pack with antioxidant,2
put on bed,use hand,2
hold for second,put on bed,3
lift weight,put quote,2
put in place,put shoe,2
use foundation,use powder,6
put on skin,use foundation,2
use brush,use foundation,3
put hair,put lipstick,3
lift weight,mop rest of hardwood floor,2
cut fabric,pack of layer,2
pack of layer,wear hat,5
pack of layer,put underwear,2
cut fabric,wear hat,2
put underwear,wear hat,3
put at bottom,wear hat,3
use for rest,wear hat,3
put at bottom,use for rest,3
open window,wash clothe,2
clean desk,put stuff in cupboard,2
write plan,write thought,2
cut hair,use hairdryer,2
clip to side,wear lash extension,2
put hair,rinse hair,4
clean mess,use notebook,2
eat fruit,put sugar,2
pay rent,rip couple,2
rip couple,work on side,2
add to life,write goal,2
eat food,put handle on attempt,2
put disclaimer,stick to counter,2
add potato,put food,2
add curl,curl hair,6
use finger,use shampoo,2
put plant,use ingredient in primo garden,3
add storage,write in diary,2
add storage,use laptop,2
clean desk,put into document,2
eat vegetable,put earring,2
put hair,wear lash,2
add curl,wear makeup,3
open box from body shop advent calendar,wear lash,2
eat breakfast,sleep through night,2
eat breakfast,use ingredient,2
eat breakfast,write list,3
use ingredient,write list,2
use ingredient,wash face,2
wash face,write list,4
clean mess,wash face,2
put on face,use for day,2
put flower,use fruit,2
remove makeup,wear makeup,8
remove makeup,use molasse,5
paint on canvas,wear makeup,2
mix with hand,write list,2
use for month,use for week,5
put contact,put dot,2
use product,wash face,2
use felt,use product,2
use cotton pad,use product,3
remove makeup,use product,2
remove makeup,use method,3
shave leg,wash face,4
add tomato,eat breakfast,2
add layer,use color,2
add curl,spray with hairspray,2
put hair,use bobby pin,2
use towel,wear tan,2
sleep through night,wear tan,2
add agentic,pay loan,2
add agentic,pay for week rent,2
hold stuff,pay loan,2
add leave to meal,write list,2
pack makeup bag with,pack suitcase,4
clean desk,put in place,2
clean space,clean table,2
use coat,wear skirt,3
use for year,wear short,2
push gel,use shampoo,2
hold on couch,wash face,2
drink tea,wash face,2
put in oven,stack pan,2
use brie cheese,use cream cheese,2
chop into lump,use cream cheese,2
use butter,use cream cheese,2
add cinnamon,combine cup of butter,3
clean area,clean kitchen,2
clean kitchen,light candle,3
clean house,clean kitchen,5
clean house,light candle,4
add drop of oil,stick in bed,2
sprinkle on mattress,stick in bed,2
pack suitcase,put of toiletry,4
put of toiletry,put shoe,2
stick half,use laptop,2
put book,stick onto wall,2
use foundation,use sponge,2
put bit,use sponge,2
fill brow,use hand,2
stick to rule,wear lash,2
put at bottom,wear lash,2
add bit,use sponge,4
use blush,use contour brush,2
put on eyelid,wear lash,4
brush hair,put fluff,2
brush hair,put stuff,2
cook dish,cook on side,2
put effort,steal version,2
put effort,put in area,2
wash hair,wash sink,2
put into shopping cart,set tone for day,3
wear in summer,wear in winter,2
hold watercolor paint,put in pile,2
hold watercolor paint,sketch calligraphy part,2
add black,hold watercolor paint,2
add salt,use lemon,3
drink glass of water,eat fruit,2
paint color,use brush,2
hold watercolor paint,use brush,2
draw card,use in life,2
draw card,write word,3
draw card,draw foreigner,3
put number in hand corner,write word,2
drain water,write stuff,2
use tweezer,write stuff,2
paint gold,write stuff,2
draw orbit on foam board,pack bag,2
pull hair,put effort,2
pull hair,use tangle brush,2
add cinnamon,use bread,2
use bread,use egg white,2
wear skirt,wear to event,3
wear in winter,wear skirt,3
drop item,use arm,2
hold stuff,use for year,2
clean space,put clothe,2
clean bathtub,set camera,2
put hair in bun,wear makeup,4
put hair in bun,use brush,2
put hair,put hair in bun,2
hold hair,use brush,4
brush hair,hold hair,3
use enzyme cleaner,use product,3
use enzyme cleaner,use on face,2
sleep in bed,sleep through night,7
pull end,use electricity,4
add cost,use electricity,2
add cost,pull end,2
pack car,use bra divider,2
use concealer,use tablespoon of acai powder,2
put under eye,use concealer,2
use concealer,use sponge,3
put under eye,use sponge,2
use palette,use sponge,2
put lid,use sponge,2
put in corner,use sponge,2
add acorn,use sponge,2
put in corner,use palette,2
fill brow,use pencil,2
use pencil,wear makeup,2
use solution,wear makeup,2
throw fruit,use strawberry,2
add olive oil,use lime,5
use glue,use pin,2
hold clip,use squeegee,2
put in office,work from home,2
use coffee pod,use recipe,2
use coffee,use coffee pod,3
put rice milk,use coffee,2
use around house,wear boot,2
use around house,wear for walk,2
cut picture,read magazine,2
put vision board for,write zero,2
use board,write zero,2
stick onto cork board,write zero,2
set goal,use for starter,3
use glass per day,write goal,2
set goal,write thought,2
read book,read on phone,2
wash clothe,wash dish,2
put clothe,wash dish,2
remove trash,wash clothe,2
put clothe,remove trash,2
lift weight,meet people,2
hurt foot,meet people,3
hurt foot,put junk mail,3
use for day,wear heel,2
use for day,wear people,2
wear heel,wear people,2
pour water,use paint,2
pour water,use color,2
blow coat,use color,2
wash face,work for skin,2
meet people,use mrs meyer,3
use paint,work in section,2
add glitter,use paint,2
add glitter,work in section,2
use as template,use scissor,3
cut of seam,use scissor,4
cut shape of tree,use scissor,7
use fabric glue,use scissor,4
stick at edge,use scissor,2
put cushion,use scissor,2
put cushion,use sewing machine,2
attach zipper,put cushion,4
attach zipper,use sewing machine,3
attach zipper,use around area back,3
put tea light candle,use light,2
use eyeliner,use mascara,5
use hack,use mascara,2
use coconut oil,wear hair,2
use bottle,use fruit,2
put on wall,remove of appliance,2
put on wall,use squeegee,2
use paint,use spray paint,2
remove makeup,use cleanser,3
clean toothbrush,wash hair,2
clean toothbrush,wash face,3
put tack for tripod,use gorilla glue,2
load dishwasher,wear shoe in house,2
add to plate,load dishwasher,2
add to plate,put stuff,2
load dishwasher,put stuff,3
add glitter,paint pumpkin,7
